date,country,region,region_id,client_visits
2024-01-06,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,157
2024-01-06,Tanzania,Mbeya,Tanzania: Mbeya,108
2024-01-06,Tanzania,Mwanza,Tanzania: Mwanza,126
2024-01-07,Kenya,Nairobi,Kenya: Nairobi,149
2024-01-07,Kenya,Coast,Kenya: Coast,138
2024-01-07,Kenya,Rift Valley,Kenya: Rift Valley,118
2024-01-07,Nigeria,Lagos,Nigeria: Lagos,145
2024-01-07,Nigeria,Kano,Nigeria: Kano,196
2024-01-07,Nigeria,Rivers,Nigeria: Rivers,189
2024-01-07,Uganda,Central,Uganda: Central,130
2024-01-07,Uganda,Western,Uganda: Western,111
2024-01-07,Uganda,Eastern,Uganda: Eastern,108
2024-01-07,Ghana,Greater Accra,Ghana: Greater Accra,120
2024-01-07,Ghana,Ashanti,Ghana: Ashanti,125
2024-01-07,Ghana,Northern,Ghana: Northern,121
2024-01-07,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,114
2024-01-07,Ethiopia,Oromia,Ethiopia: Oromia,104
2024-01-07,Ethiopia,Amhara,Ethiopia: Amhara,96
2024-01-07,Rwanda,Kigali,Rwanda: Kigali,101
2024-01-07,Rwanda,Northern,Rwanda: Northern,80
2024-01-07,Rwanda,Southern,Rwanda: Southern,103
2024-01-07,Malawi,Lilongwe,Malawi: Lilongwe,98
2024-01-07,Malawi,Blantyre,Malawi: Blantyre,68
2024-01-07,Malawi,Mzuzu,Malawi: Mzuzu,96
2024-01-07,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,134
2024-01-07,Tanzania,Mbeya,Tanzania: Mbeya,129
2024-01-07,Tanzania,Mwanza,Tanzania: Mwanza,136
2024-01-08,Kenya,Nairobi,Kenya: Nairobi,131
2024-01-08,Kenya,Coast,Kenya: Coast,109
2024-01-08,Kenya,Rift Valley,Kenya: Rift Valley,113
2024-01-08,Nigeria,Lagos,Nigeria: Lagos,141
2024-01-08,Nigeria,Kano,Nigeria: Kano,170
2024-01-08,Nigeria,Rivers,Nigeria: Rivers,175
2024-01-08,Uganda,Central,Uganda: Central,120
2024-01-08,Uganda,Western,Uganda: Western,107
2024-01-08,Uganda,Eastern,Uganda: Eastern,107
2024-01-08,Ghana,Greater Accra,Ghana: Greater Accra,123
2024-01-08,Ghana,Ashanti,Ghana: Ashanti,109
2024-01-08,Ghana,Northern,Ghana: Northern,152
2024-01-08,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,93
2024-01-08,Ethiopia,Oromia,Ethiopia: Oromia,83
2024-01-08,Ethiopia,Amhara,Ethiopia: Amhara,89
2024-01-08,Rwanda,Kigali,Rwanda: Kigali,91
2024-01-08,Rwanda,Northern,Rwanda: Northern,80
2024-01-08,Rwanda,Southern,Rwanda: Southern,94
2024-01-08,Malawi,Lilongwe,Malawi: Lilongwe,84
2024-01-08,Malawi,Blantyre,Malawi: Blantyre,68
2024-01-08,Malawi,Mzuzu,Malawi: Mzuzu,73
2024-01-08,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,100
2024-01-08,Tanzania,Mbeya,Tanzania: Mbeya,105
2024-01-08,Tanzania,Mwanza,Tanzania: Mwanza,114
2024-01-09,Kenya,Nairobi,Kenya: Nairobi,138
2024-01-09,Kenya,Coast,Kenya: Coast,104
2024-01-09,Kenya,Rift Valley,Kenya: Rift Valley,128
2024-01-09,Nigeria,Lagos,Nigeria: Lagos,161
2024-01-09,Nigeria,Kano,Nigeria: Kano,158
2024-01-09,Nigeria,Rivers,Nigeria: Rivers,173
2024-01-09,Uganda,Central,Uganda: Central,118
2024-01-09,Uganda,Western,Uganda: Western,89
2024-01-09,Uganda,Eastern,Uganda: Eastern,112
2024-01-09,Ghana,Greater Accra,Ghana: Greater Accra,115
2024-01-09,Ghana,Ashanti,Ghana: Ashanti,126
2024-01-09,Ghana,Northern,Ghana: Northern,134
2024-01-09,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,77
2024-01-09,Ethiopia,Oromia,Ethiopia: Oromia,84
2024-01-09,Ethiopia,Amhara,Ethiopia: Amhara,106
2024-01-09,Rwanda,Kigali,Rwanda: Kigali,92
2024-01-09,Rwanda,Northern,Rwanda: Northern,87
2024-01-09,Rwanda,Southern,Rwanda: Southern,123
2024-01-09,Malawi,Lilongwe,Malawi: Lilongwe,86
2024-01-09,Malawi,Blantyre,Malawi: Blantyre,77
2024-01-09,Malawi,Mzuzu,Malawi: Mzuzu,89
2024-01-09,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,128
2024-01-09,Tanzania,Mbeya,Tanzania: Mbeya,108
2024-01-09,Tanzania,Mwanza,Tanzania: Mwanza,115
2024-01-10,Kenya,Nairobi,Kenya: Nairobi,126
2024-01-10,Kenya,Coast,Kenya: Coast,117
2024-01-10,Kenya,Rift Valley,Kenya: Rift Valley,121
2024-01-10,Nigeria,Lagos,Nigeria: Lagos,158
2024-01-10,Nigeria,Kano,Nigeria: Kano,215
2024-01-10,Nigeria,Rivers,Nigeria: Rivers,140
2024-01-10,Uganda,Central,Uganda: Central,127
2024-01-10,Uganda,Western,Uganda: Western,85
2024-01-10,Uganda,Eastern,Uganda: Eastern,104
2024-01-10,Ghana,Greater Accra,Ghana: Greater Accra,122
2024-01-10,Ghana,Ashanti,Ghana: Ashanti,115
2024-01-10,Ghana,Northern,Ghana: Northern,109
2024-01-10,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,83
2024-01-10,Ethiopia,Oromia,Ethiopia: Oromia,100
2024-01-10,Ethiopia,Amhara,Ethiopia: Amhara,95
2024-01-10,Rwanda,Kigali,Rwanda: Kigali,91
2024-01-10,Rwanda,Northern,Rwanda: Northern,84
2024-01-10,Rwanda,Southern,Rwanda: Southern,84
2024-01-10,Malawi,Lilongwe,Malawi: Lilongwe,100
2024-01-10,Malawi,Blantyre,Malawi: Blantyre,74
2024-01-10,Malawi,Mzuzu,Malawi: Mzuzu,65
2024-01-10,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,124
2024-01-10,Tanzania,Mbeya,Tanzania: Mbeya,105
2024-01-10,Tanzania,Mwanza,Tanzania: Mwanza,117
2024-01-11,Kenya,Nairobi,Kenya: Nairobi,127
2024-01-11,Kenya,Coast,Kenya: Coast,120
2024-01-11,Kenya,Rift Valley,Kenya: Rift Valley,135
2024-01-11,Nigeria,Lagos,Nigeria: Lagos,172
2024-01-11,Nigeria,Kano,Nigeria: Kano,155
2024-01-11,Nigeria,Rivers,Nigeria: Rivers,168
2024-01-11,Uganda,Central,Uganda: Central,114
2024-01-11,Uganda,Western,Uganda: Western,95
2024-01-11,Uganda,Eastern,Uganda: Eastern,130
2024-01-11,Ghana,Greater Accra,Ghana: Greater Accra,116
2024-01-11,Ghana,Ashanti,Ghana: Ashanti,101
2024-01-11,Ghana,Northern,Ghana: Northern,135
2024-01-11,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,110
2024-01-11,Ethiopia,Oromia,Ethiopia: Oromia,104
2024-01-11,Ethiopia,Amhara,Ethiopia: Amhara,87
2024-01-11,Rwanda,Kigali,Rwanda: Kigali,85
2024-01-11,Rwanda,Northern,Rwanda: Northern,95
2024-01-11,Rwanda,Southern,Rwanda: Southern,84
2024-01-11,Malawi,Lilongwe,Malawi: Lilongwe,87
2024-01-11,Malawi,Blantyre,Malawi: Blantyre,76
2024-01-11,Malawi,Mzuzu,Malawi: Mzuzu,75
2024-01-11,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,122
2024-01-11,Tanzania,Mbeya,Tanzania: Mbeya,76
2024-01-11,Tanzania,Mwanza,Tanzania: Mwanza,98
2024-01-12,Kenya,Nairobi,Kenya: Nairobi,136
2024-01-12,Kenya,Coast,Kenya: Coast,107
2024-01-12,Kenya,Rift Valley,Kenya: Rift Valley,150
2024-01-12,Nigeria,Lagos,Nigeria: Lagos,137
2024-01-12,Nigeria,Kano,Nigeria: Kano,170
2024-01-12,Nigeria,Rivers,Nigeria: Rivers,178
2024-01-12,Uganda,Central,Uganda: Central,139
2024-01-12,Uganda,Western,Uganda: Western,88
2024-01-12,Uganda,Eastern,Uganda: Eastern,124
2024-01-12,Ghana,Greater Accra,Ghana: Greater Accra,112
2024-01-12,Ghana,Ashanti,Ghana: Ashanti,105
2024-01-12,Ghana,Northern,Ghana: Northern,130
2024-01-12,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,93
2024-01-12,Ethiopia,Oromia,Ethiopia: Oromia,89
2024-01-12,Ethiopia,Amhara,Ethiopia: Amhara,105
2024-01-12,Rwanda,Kigali,Rwanda: Kigali,87
2024-01-12,Rwanda,Northern,Rwanda: Northern,86
2024-01-12,Rwanda,Southern,Rwanda: Southern,98
2024-01-12,Malawi,Lilongwe,Malawi: Lilongwe,97
2024-01-12,Malawi,Blantyre,Malawi: Blantyre,62
2024-01-12,Malawi,Mzuzu,Malawi: Mzuzu,102
2024-01-12,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,99
2024-01-12,Tanzania,Mbeya,Tanzania: Mbeya,113
2024-01-12,Tanzania,Mwanza,Tanzania: Mwanza,116
2024-01-13,Kenya,Nairobi,Kenya: Nairobi,173
2024-01-13,Kenya,Coast,Kenya: Coast,139
2024-01-13,Kenya,Rift Valley,Kenya: Rift Valley,153
2024-01-13,Nigeria,Lagos,Nigeria: Lagos,184
2024-01-13,Nigeria,Kano,Nigeria: Kano,202
2024-01-13,Nigeria,Rivers,Nigeria: Rivers,230
2024-01-13,Uganda,Central,Uganda: Central,152
2024-01-13,Uganda,Western,Uganda: Western,116
2024-01-13,Uganda,Eastern,Uganda: Eastern,146
2024-01-13,Ghana,Greater Accra,Ghana: Greater Accra,140
2024-01-13,Ghana,Ashanti,Ghana: Ashanti,152
2024-01-13,Ghana,Northern,Ghana: Northern,160
2024-01-13,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,101
2024-01-13,Ethiopia,Oromia,Ethiopia: Oromia,108
2024-01-13,Ethiopia,Amhara,Ethiopia: Amhara,135
2024-01-13,Rwanda,Kigali,Rwanda: Kigali,116
2024-01-13,Rwanda,Northern,Rwanda: Northern,102
2024-01-13,Rwanda,Southern,Rwanda: Southern,112
2024-01-13,Malawi,Lilongwe,Malawi: Lilongwe,114
2024-01-13,Malawi,Blantyre,Malawi: Blantyre,81
2024-01-13,Malawi,Mzuzu,Malawi: Mzuzu,107
2024-01-13,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,146
2024-01-13,Tanzania,Mbeya,Tanzania: Mbeya,135
2024-01-13,Tanzania,Mwanza,Tanzania: Mwanza,147
2024-01-14,Kenya,Nairobi,Kenya: Nairobi,168
2024-01-14,Kenya,Coast,Kenya: Coast,147
2024-01-14,Kenya,Rift Valley,Kenya: Rift Valley,162
2024-01-14,Nigeria,Lagos,Nigeria: Lagos,178
2024-01-14,Nigeria,Kano,Nigeria: Kano,211
2024-01-14,Nigeria,Rivers,Nigeria: Rivers,189
2024-01-14,Uganda,Central,Uganda: Central,139
2024-01-14,Uganda,Western,Uganda: Western,113
2024-01-14,Uganda,Eastern,Uganda: Eastern,125
2024-01-14,Ghana,Greater Accra,Ghana: Greater Accra,132
2024-01-14,Ghana,Ashanti,Ghana: Ashanti,119
2024-01-14,Ghana,Northern,Ghana: Northern,168
2024-01-14,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,92
2024-01-14,Ethiopia,Oromia,Ethiopia: Oromia,93
2024-01-14,Ethiopia,Amhara,Ethiopia: Amhara,129
2024-01-14,Rwanda,Kigali,Rwanda: Kigali,109
2024-01-14,Rwanda,Northern,Rwanda: Northern,100
2024-01-14,Rwanda,Southern,Rwanda: Southern,108
2024-01-14,Malawi,Lilongwe,Malawi: Lilongwe,93
2024-01-14,Malawi,Blantyre,Malawi: Blantyre,72
2024-01-14,Malawi,Mzuzu,Malawi: Mzuzu,94
2024-01-14,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,128
2024-01-14,Tanzania,Mbeya,Tanzania: Mbeya,140
2024-01-14,Tanzania,Mwanza,Tanzania: Mwanza,120
2024-01-15,Kenya,Nairobi,Kenya: Nairobi,129
2024-01-15,Kenya,Coast,Kenya: Coast,120
2024-01-15,Kenya,Rift Valley,Kenya: Rift Valley,136
2024-01-15,Nigeria,Lagos,Nigeria: Lagos,153
2024-01-15,Nigeria,Kano,Nigeria: Kano,165
2024-01-15,Nigeria,Rivers,Nigeria: Rivers,182
2024-01-15,Uganda,Central,Uganda: Central,126
2024-01-15,Uganda,Western,Uganda: Western,99
2024-01-15,Uganda,Eastern,Uganda: Eastern,107
2024-01-15,Ghana,Greater Accra,Ghana: Greater Accra,116
2024-01-15,Ghana,Ashanti,Ghana: Ashanti,101
2024-01-15,Ghana,Northern,Ghana: Northern,108
2024-01-15,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,86
2024-01-15,Ethiopia,Oromia,Ethiopia: Oromia,94
2024-01-15,Ethiopia,Amhara,Ethiopia: Amhara,109
2024-01-15,Rwanda,Kigali,Rwanda: Kigali,105
2024-01-15,Rwanda,Northern,Rwanda: Northern,93
2024-01-15,Rwanda,Southern,Rwanda: Southern,91
2024-01-15,Malawi,Lilongwe,Malawi: Lilongwe,84
2024-01-15,Malawi,Blantyre,Malawi: Blantyre,65
2024-01-15,Malawi,Mzuzu,Malawi: Mzuzu,84
2024-01-15,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,121
2024-01-15,Tanzania,Mbeya,Tanzania: Mbeya,119
2024-01-15,Tanzania,Mwanza,Tanzania: Mwanza,102
2024-01-16,Kenya,Nairobi,Kenya: Nairobi,148
2024-01-16,Kenya,Coast,Kenya: Coast,143
2024-01-16,Kenya,Rift Valley,Kenya: Rift Valley,129
2024-01-16,Nigeria,Lagos,Nigeria: Lagos,168
2024-01-16,Nigeria,Kano,Nigeria: Kano,192
2024-01-16,Nigeria,Rivers,Nigeria: Rivers,170
2024-01-16,Uganda,Central,Uganda: Central,125
2024-01-16,Uganda,Western,Uganda: Western,104
2024-01-16,Uganda,Eastern,Uganda: Eastern,113
2024-01-16,Ghana,Greater Accra,Ghana: Greater Accra,104
2024-01-16,Ghana,Ashanti,Ghana: Ashanti,118
2024-01-16,Ghana,Northern,Ghana: Northern,132
2024-01-16,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,106
2024-01-16,Ethiopia,Oromia,Ethiopia: Oromia,105
2024-01-16,Ethiopia,Amhara,Ethiopia: Amhara,128
2024-01-16,Rwanda,Kigali,Rwanda: Kigali,84
2024-01-16,Rwanda,Northern,Rwanda: Northern,93
2024-01-16,Rwanda,Southern,Rwanda: Southern,94
2024-01-16,Malawi,Lilongwe,Malawi: Lilongwe,103
2024-01-16,Malawi,Blantyre,Malawi: Blantyre,66
2024-01-16,Malawi,Mzuzu,Malawi: Mzuzu,77
2024-01-16,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,117
2024-01-16,Tanzania,Mbeya,Tanzania: Mbeya,91
2024-01-16,Tanzania,Mwanza,Tanzania: Mwanza,105
2024-01-17,Kenya,Nairobi,Kenya: Nairobi,130
2024-01-17,Kenya,Coast,Kenya: Coast,125
2024-01-17,Kenya,Rift Valley,Kenya: Rift Valley,134
2024-01-17,Nigeria,Lagos,Nigeria: Lagos,191
2024-01-17,Nigeria,Kano,Nigeria: Kano,196
2024-01-17,Nigeria,Rivers,Nigeria: Rivers,167
2024-01-17,Uganda,Central,Uganda: Central,111
2024-01-17,Uganda,Western,Uganda: Western,109
2024-01-17,Uganda,Eastern,Uganda: Eastern,97
2024-01-17,Ghana,Greater Accra,Ghana: Greater Accra,134
2024-01-17,Ghana,Ashanti,Ghana: Ashanti,131
2024-01-17,Ghana,Northern,Ghana: Northern,119
2024-01-17,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,76
2024-01-17,Ethiopia,Oromia,Ethiopia: Oromia,109
2024-01-17,Ethiopia,Amhara,Ethiopia: Amhara,104
2024-01-17,Rwanda,Kigali,Rwanda: Kigali,102
2024-01-17,Rwanda,Northern,Rwanda: Northern,72
2024-01-17,Rwanda,Southern,Rwanda: Southern,87
2024-01-17,Malawi,Lilongwe,Malawi: Lilongwe,84
2024-01-17,Malawi,Blantyre,Malawi: Blantyre,72
2024-01-17,Malawi,Mzuzu,Malawi: Mzuzu,80
2024-01-17,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,132
2024-01-17,Tanzania,Mbeya,Tanzania: Mbeya,103
2024-01-17,Tanzania,Mwanza,Tanzania: Mwanza,109
2024-01-18,Kenya,Nairobi,Kenya: Nairobi,141
2024-01-18,Kenya,Coast,Kenya: Coast,129
2024-01-18,Kenya,Rift Valley,Kenya: Rift Valley,138
2024-01-18,Nigeria,Lagos,Nigeria: Lagos,142
2024-01-18,Nigeria,Kano,Nigeria: Kano,151
2024-01-18,Nigeria,Rivers,Nigeria: Rivers,198
2024-01-18,Uganda,Central,Uganda: Central,125
2024-01-18,Uganda,Western,Uganda: Western,95
2024-01-18,Uganda,Eastern,Uganda: Eastern,128
2024-01-18,Ghana,Greater Accra,Ghana: Greater Accra,113
2024-01-18,Ghana,Ashanti,Ghana: Ashanti,130
2024-01-18,Ghana,Northern,Ghana: Northern,125
2024-01-18,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,111
2024-01-18,Ethiopia,Oromia,Ethiopia: Oromia,112
2024-01-18,Ethiopia,Amhara,Ethiopia: Amhara,102
2024-01-18,Rwanda,Kigali,Rwanda: Kigali,99
2024-01-18,Rwanda,Northern,Rwanda: Northern,90
2024-01-18,Rwanda,Southern,Rwanda: Southern,104
2024-01-18,Malawi,Lilongwe,Malawi: Lilongwe,76
2024-01-18,Malawi,Blantyre,Malawi: Blantyre,76
2024-01-18,Malawi,Mzuzu,Malawi: Mzuzu,93
2024-01-18,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,102
2024-01-18,Tanzania,Mbeya,Tanzania: Mbeya,101
2024-01-18,Tanzania,Mwanza,Tanzania: Mwanza,87
2024-01-19,Kenya,Nairobi,Kenya: Nairobi,134
2024-01-19,Kenya,Coast,Kenya: Coast,130
2024-01-19,Kenya,Rift Valley,Kenya: Rift Valley,147
2024-01-19,Nigeria,Lagos,Nigeria: Lagos,160
2024-01-19,Nigeria,Kano,Nigeria: Kano,205
2024-01-19,Nigeria,Rivers,Nigeria: Rivers,150
2024-01-19,Uganda,Central,Uganda: Central,100
2024-01-19,Uganda,Western,Uganda: Western,102
2024-01-19,Uganda,Eastern,Uganda: Eastern,114
2024-01-19,Ghana,Greater Accra,Ghana: Greater Accra,111
2024-01-19,Ghana,Ashanti,Ghana: Ashanti,92
2024-01-19,Ghana,Northern,Ghana: Northern,122
2024-01-19,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,79
2024-01-19,Ethiopia,Oromia,Ethiopia: Oromia,101
2024-01-19,Ethiopia,Amhara,Ethiopia: Amhara,107
2024-01-19,Rwanda,Kigali,Rwanda: Kigali,81
